id,name,designer,publisher,artist,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,age,usersrated,average,bayesaverage,rank,rank_wg,numcomments,numweights,averageweight,stddev,median,owned,trading,wanting,wishing,userrating,image,category,mechanic,comment,1player,2player,3player,4player,5player,6player,7player,8player,9player,10player,11player,12player,13player,14player,15player,16player,17player,18player,19player,20player,description,exp,basegame,reimplement,reimplement_name,reimplemented,reimplemented_name,contains,contains_name,iscontained,iscontained_name,numplays,price,userweight,wishpriority,expansions,domain,family,age_poll
233078,"Twilight Imperium (Fourth Edition)","Dane Beltrami","Fantasy Flight Games (FFG)","Scott Schomburg",2017,3,6,480,240,480,14,5373,8.76572,8.02852,11,0,940,250,4.196,1.53676,0,7790,25,672,4503,,"C:\Users\jrkar\Documents\bgg1tool-1\img\233078.jpg","Civilization\13\Economic\13\Negotiation\13\Political\13\Science Fiction\13\Space Exploration\13\Wargame","Area Control / Area Influence\13\Area-Impulse\13\Dice Rolling\13\Grid Movement\13\Modular Board\13\Set Collection\13\Trading\13\Variable Phase Order\13\Variable Player Powers\13\Voting","",N,N,P,R,R,B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"Twilight Imperium (Fourth Edition) is a game of galactic conquest in which three to six players take on the role of one of seventeen factions vying for galactic domination through military might, political maneuvering, and economic bargaining. Every faction offers a completely different play experience, from the wormhole-hopping Ghosts of Creuss to the Emirates of Hacan, masters of trade and economics. These seventeen races are offered many paths to victory, but only one may sit upon the throne of Mecatol R...",N,0,12493,"Twilight Imperium (Third Edition)",,"",,"",,"",0,126.41,0,0,"","Strategy Games","4X games\13\Components: Miniatures\13\Twilight Imperium",14.67
115746,"War of the Ring (Second Edition)","Roberto Di Meglio","Ares Games","John Howe",2012,2,4,180,150,180,13,9335,8.40707,8.01535,12,0,1811,536,4.0541,1.54514,0,15078,156,1068,5551,,"C:\Users\jrkar\Documents\bgg1tool-1\img\115746.jpg","Adventure\13\Fantasy\13\Fighting\13\Miniatures\13\Novel-based\13\Territory Building\13\Wargame","Area Control / Area Influence\13\Area Movement\13\Campaign / Battle Card Driven\13\Dice Rolling\13\Hand Management","",N,B,P,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"In War of the Ring, one player takes control of the Free Peoples (FP), the other player controls Shadow Armies (SA). Initially, the Free People Nations are reluctant to take arms against Sauron, so they must be attacked by Sauron or persuaded by Gandalf or other Companions, before they start to fight properly: this is represented by the Political Track, which shows if a Nation is ready to fight in the War of the Ring or not.The game can be won by a military victory, if Sauron conquers a certain number of Fr...",N,0,9609,"War of the Ring (First Edition)",,"",,"",,"",0,124.17,0,0,"122328\13\132430\13\188886\13\179404\13\210039","Thematic Games","Components: Miniatures\13\Monsters\13\Tolkien Games\13\War of the Ring",13.77
84876,"The Castles of Burgundy","Stefan Feld","alea","Julien Delval",2011,2,4,90,30,90,12,35194,8.12855,8.01077,13,0,6277,1899,3.0179,1.24073,0,49207,488,1121,7302,,"C:\Users\jrkar\Documents\bgg1tool-1\img\084876.jpg","Dice\13\Medieval\13\Territory Building","Dice Rolling\13\Set Collection\13\Tile Placement","",N,B,R,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"The game is set in the Burgundy region of High Medieval France. Each player takes on the role of an aristocrat, originally controlling a small princedom. While playing they aim to build settlements and powerful castles, practice trade along the river, exploit silver mines, and use the knowledge of travelers.The game is about players taking settlement tiles from the game board and placing them into their princedom which is represented by the player board. Every tile has a function that starts when the tile i...",N,0,,"",191977\13\232988,"The Castles of Burgundy: The Card Game\13\The Castles of Burgundy: The Dice Game",,"",,"",0,24.87,0,0,"178656\13\231506\13\256951\13\264104\13\110926\13\132477\13\139160\13\150083\13\166589\13\190225\13\193585\13\214005\13\234163\13\179205","Strategy Games","Alea Big Box\13\Country: France\13\Tableau Building",11.33
173346,"7 Wonders Duel","Antoine Bauza","Repos Production","Miguel Coimbra",2015,2,2,30,30,30,10,38061,8.13248,7.99816,14,0,5432,1140,2.2316,1.16091,0,58865,414,910,5859,,"C:\Users\jrkar\Documents\bgg1tool-1\img\173346.jpg","Ancient\13\Card Game\13\City Building\13\Civilization","Card Drafting\13\Set Collection","",N,B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"In many ways 7 Wonders Duel resembles its parent game 7 Wonders as over three ages players acquire cards that provide resources or advance their military or scientific development in order to develop a civilization and complete wonders.What's different about 7 Wonders Duel is that, as the title suggests, the game is solely for two players, with the players not drafting cards simultaneously from hands of cards, but from a display of face-down and face-up cards arranged at the start of a round. A player can t...",N,0,68448,"7 Wonders",,"",,"",,"",0,21.86,0,0,"202976\13\196339\13\186069","Strategy Games","7 Wonders\13\7 Wonders Duel\13\Tableau Building",10.04
162886,"Spirit Island","R. Eric Reuss","Greater Than Games (Fabled Nexus)","Jason Behnke",2017,1,4,120,90,120,13,8743,8.39623,7.9533,16,0,1751,510,3.9392,1.44784,0,13561,106,1327,7497,,"C:\Users\jrkar\Documents\bgg1tool-1\img\162886.png","Age of Reason\13\Environmental\13\Fantasy\13\Fighting\13\Mythology\13\Renaissance\13\Territory Building","Action / Movement Programming\13\Area Control / Area Influence\13\Cooperative Play\13\Hand Management\13\Modular Board\13\Set Collection\13\Simultaneous Action Selection\13\Variable Player Powers","",R,B,R,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"In the most distant reaches of the world, magic still exists, embodied by spirits of the land, of the sky, and of every natural thing. As the great powers of Europe stretch their colonial empires further and further, they will inevitably lay claim to a place where spirits still hold power - and when they do, the land itself will fight back alongside the islanders who live there.Spirit Island is a complex and thematic cooperative game about defending your island home from colonizing Invaders. Players are dif...",N,0,,"",,"",,"",,"",0,71.12,0,0,"193065\13\245664\13\244827\13\232394\13\262722\13\263778","Strategy Games\13\Thematic Games","Colonial Theme\13\Components: Miniatures\13\Crowdfunding: Kickstarter\13\Solitaire Games\13\Spirit Island",13.07
180263,"The 7th Continent","Ludovic Roudy","Serious Poulp","Ludovic Roudy",2017,1,4,1000,5,1000,14,8381,8.47235,7.97114,15,0,2135,240,2.875,1.58281,0,15849,82,1243,7477,,"C:\Users\jrkar\Documents\bgg1tool-1\img\180263.jpg","Adventure\13\Card Game\13\Exploration\13\Science Fiction","Cooperative Play\13\Grid Movement\13\Hand Management\13\Modular Board\13\Storytelling\13\Variable Player Powers","",B,B,R,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"It's the early 20th century. You have decided to sail back to the newly discovered seventh continent to attempt to lift the terrible curse that has struck you since your return from the previous expedition.In The 7th Continent, a solo or cooperative \34\choose-your-own-adventure\34\ exploration board game, you choose a character and begin your adventure on your own or with a team of other explorers. Inspired by the Fighting Fantasy book series, you will discover the extent of this wild new land through a va...",N,0,,"",,"",,"",,"",0,226.98,0,0,"186151\13\234094\13\236854\13\186987\13\186381\13\185743\13\186844\13\184904\13\237497\13\184186\13\183660\13\236206","Thematic Games","The 7th Continent\13\Campaign Games\13\Components: Miniatures\13\Crowdfunding: Kickstarter\13\Solitaire Games",10.92
224517,"Brass: Birmingham","Gavan Brown","Roxley","Lina Cossette",2018,2,4,120,60,120,14,4109,8.65399,7.88403,25,0,977,206,3.8883,1.14321,0,9044,28,564,2816,,"C:\Users\jrkar\Documents\bgg1tool-1\img\224517.jpg","Economic\13\Industry / Manufacturing\13\Transportation","Hand Management\13\Route/Network Building","",N,R,B,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"Brass: Birmingham is an economic strategy game sequel to Martin Wallace' 2007 masterpiece, Brass. Birmingham tells the story of competing entrepreneurs in Birmingham during the industrial revolution, between the years of 1770-1870.As in its predecessor, you must develop, build, and establish your industries and network, in an effort to exploit low or high market demands.Each round, players take turns according to the turn order track, receiving two actions to perform any of the following actions (found in t...",N,0,28720,"Brass: Lancashire",,"",,"",,"",0,84.10,0,0,"","Strategy Games","Cities: Birmingham (UK)\13\Country: England\13\Crowdfunding: Kickstarter",13.00
3076,"Puerto Rico","Andreas Seyfarth","alea","Harald Lieske",2002,3,5,150,90,150,12,55335,8.04341,7.92917,17,0,11079,5738,3.29,1.38424,0,64247,1113,1007,8122,,"C:\Users\jrkar\Documents\bgg1tool-1\img\003076.jpg","City Building\13\Economic\13\Farming","Variable Phase Order","",N,N,R,B,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"In Puerto Rico players assume the roles of colonial governors on the island of Puerto Rico. The aim of the game is to amass victory points by shipping goods to Europe or by constructing buildings.Each player uses a separate small board with spaces for city buildings, plantations, and resources. Shared between the players are three ships, a trading house, and a supply of resources and doubloons.The resource cycle of the game is that players grow crops which they exchange for points or doubloons. Doubloons ca...",N,0,,"",8217\13\166669,"San Juan\13\San Juan (second edition)",,"",165332\13\108687,"Puerto Rico + Expansion I\13\Puerto Rico Deluxe (includes two expansions)",0,21.79,0,0,"69178\13\12382\13\159761\13\270125\13\40688","Strategy Games","Alea Big Box\13\Colonial Theme\13\Country: Puerto Rico\13\Puerto Rico\13\Tableau Building\13\Tropical theme",12.02
205637,"Arkham Horror: The Card Game","Nate French","Fantasy Flight Games (FFG)","Christopher Hosch",2016,1,2,120,60,120,14,15946,8.23368,7.9201,19,0,2589,469,3.2793,1.42567,0,29578,368,738,5209,,"C:\Users\jrkar\Documents\bgg1tool-1\img\205637.jpg","Adventure\13\Card Game\13\Collectible Components\13\Fantasy\13\Horror\13\Novel-based","Action Point Allowance System\13\Cooperative Play\13\Deck / Pool Building\13\Hand Management\13\Role Playing\13\Variable Player Powers","",R,B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"Description from the publisher:Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between roleplaying and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness!In the game, you and your friend (or up to three friends with two Core Sets) become characters within the quiet New England town of Arkham. You have your talents, sure, but you also have your flaws. Perhaps you've dabbled a little too much in the ...",N,0,,"",,"",,"",,"",0,70.17,0,0,"235542\13\238530\13\239330\13\216556\13\215510\13\247404\13\209728\13\242088\13\228778\13\267974\13\252899\13\251733\13\237424\13\224363\13\226690\13\241622\13\260311\13\244145\13\247331\13\257240\13\248199\13\249772\13\262754\13\254122\13\255900\13\208545\13\212734\13\252896\13\245815\13\233977\13\210025\13\252897\13\237234\13\225563\13\264459\13\230510\13\266377\13\247718\13\219054\13\271056\13\221725","Customizable Games\13\Thematic Games","Arkham Horror\13\Arkham Horror: The Card Game LCG\13\Campaign Games\13\Cthulhu Mythos\13\Living Card Game\13\Solitaire Games",13.21
183394,"Viticulture Essential Edition","Morten Monrad Pedersen","Stonemaier Games","Jacqui Davis",2015,1,6,90,45,90,13,15821,8.14714,7.92183,18,0,2270,420,2.9238,1.23693,0,21398,130,1352,5853,,"C:\Users\jrkar\Documents\bgg1tool-1\img\183394.jpg","Economic\13\Farming","Hand Management\13\Worker Placement","",R,R,B,B,R,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"In Viticulture, the players find themselves in the roles of people in rustic, pre-modern Tuscany who have inherited meager vineyards. They have a few plots of land, an old crushpad, a tiny cellar, and three workers. They each have a dream of being the first to call their winery a true success.The players are in the position of determining how they want to allocate their workers throughout the year. Every season is different on a vineyard, so the workers have different tasks they can take care of in the summ...",N,0,128621,"Viticulture",,"",,"",,"",0,47.20,0,0,"202174\13\130655\13\140045\13\193823\13\248929","Strategy Games","Country: Italy\13\Solitaire Games\13\Theme: Farming\13\Viticulture\13\Wine Games",12.04
124361,"Concordia","Mac Gerdts","PD-Verlag","Marina Fahrenbach",2013,2,5,100,100,100,13,18532,8.0962,7.91666,21,0,3279,818,3.088,1.18816,0,21681,162,1514,6313,,"C:\Users\jrkar\Documents\bgg1tool-1\img\124361.jpg","Ancient\13\Economic\13\Nautical","Card Drafting\13\Deck / Pool Building\13\Hand Management\13\Point to Point Movement","",N,R,R,B,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"Two thousand years ago, the Roman Empire ruled the lands around the Mediterranean Sea. With peace at the borders, harmony inside the provinces, uniform law, and a common currency, the economy thrived and gave rise to mighty Roman dynasties as they expanded throughout the numerous cities. Guide one of these dynasties and send colonists to the remote realms of the Empire; develop your trade network; and appease the ancient gods for their favor - all to gain the chance to emerge victorious!Concordia is a peace...",N,0,,"",256916,"Concordia Venus",,"",,"",0,47.83,0,0,"209574\13\232917\13\165023\13\208364\13\181084\13\262711","Strategy Games","Ancient Rome\13\Concordia",11.79
102794,"Caverna: The Cave Farmers","Uwe Rosenberg","Lookout Games","Klemens Franz",2013,1,7,210,30,210,12,22901,8.08351,7.91724,20,0,3747,1275,3.7859,1.35294,0,29094,357,1737,8928,,"C:\Users\jrkar\Documents\bgg1tool-1\img\102794.jpg","Animals\13\Economic\13\Fantasy\13\Farming","Tile Placement\13\Worker Placement","",R,R,R,B,R,P,P,N,N,N,N,N,N,N,N,N,N,N,N,N,"Following along the same lines as its predecessor (Agricola), Caverna: The Cave Farmers is a worker-placement game at heart, with a focus on farming. In the game, you are the bearded leader of a small dwarf family that lives in a little cave in the mountains. You begin the game with a farmer and his spouse, and each member of the farming family represents an action that the player can take each turn. Together, you cultivate the forest in front of your cave and dig deeper into the mountain. You furnish the c...",N,0,31260,"Agricola",220520,"Caverna: Cave vs Cave",,"",,"",0,65.92,0,0,"154204\13\160803\13\166187\13\245932\13\248951\13\183531","Strategy Games","Animals: Sheep\13\Caverna\13\Harvest Series\13\Mining\13\Solitaire Games",11.91
28720,"Brass: Lancashire","Martin Wallace","Roxley","Lina Cossette",2007,2,4,120,60,120,14,14280,8.11232,7.8973,23,0,3503,1235,3.8729,1.3964,0,18818,420,870,4580,,"C:\Users\jrkar\Documents\bgg1tool-1\img\028720.jpg","Economic\13\Industry / Manufacturing\13\Transportation","Hand Management\13\Route/Network Building","",N,R,R,B,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"Brass: Lancashire - first published as Brass - is an economic strategy game that tells the story of competing cotton entrepreneurs in Lancashire during the industrial revolution. You must develop, build, and establish your industries and network so that you can capitalize demand for iron, coal and cotton. The game is played over two halves: the canal phase and the rail phase. To win the game, score the most victory points (VPs), which are counted at the end of each half. VPs are gained from your canals, rai...",N,0,,"",65901\13\224517,"Age of Industry\13\Brass: Birmingham",,"",,"",0,39.39,0,0,"201381\13\138329","Strategy Games","Cities: Manchester\13\Country: England",13.61
96848,"Mage Knight Board Game","Vlaada Chvátil","WizKids","J. Lonnee",2011,1,4,240,60,240,14,22897,8.10564,7.89431,24,0,4823,2067,4.2608,1.61767,0,33519,845,1230,8995,,"C:\Users\jrkar\Documents\bgg1tool-1\img\096848.jpg","Adventure\13\Exploration\13\Fantasy\13\Fighting","Card Drafting\13\Cooperative Play\13\Deck / Pool Building\13\Dice Rolling\13\Grid Movement\13\Hand Management\13\Modular Board\13\Role Playing\13\Tile Placement\13\Variable Player Powers","",B,B,R,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"The Mage Knight board game puts you in control of one of four powerful Mage Knights as you explore (and conquer) a corner of the Mage Knight universe under the control of the Atlantean Empire. Build your army, fill your deck with powerful spells and actions, explore caves and dungeons, and eventually conquer powerful cities controlled by this once-great faction!  In competitive scenarios, opposing players may be powerful allies, but only one will be able to claim the land as their own.  In cooperative scena...",N,0,,"",182340,"Star Trek: Frontiers",,"",248562,"Mage Knight: Ultimate Edition",0,55.72,0,0,"144763\13\176130\13\130704","Strategy Games\13\Thematic Games","Clix\13\Components: Miniatures\13\Mage Knight Universe\13\Solitaire Games",13.86
